0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078705,0.00811912,0.0166953,0.0126007,0.00383523,0.00393261,0.013173,0.0166953,0,0,0.00393261,0.00811912,0,0,0.00383523,0.0078705,0,0,0.00167433,0.00341934,0,0,0.00282853,0.00580335,0.000990945,0.00164925,0.00431183,0.00578705,0.00139465,0.00238449,0.00349453,0.00262617,0.00126416,0.00286196,0.0381882,0.19192,0.00280033,0.00743994,0.0229969,0.0359143,0.00282853,0,0.00477983,0.01353,0.00398574,0.00545643,0.00804332,0.00897053,0.00605689,0.011016,0.0322497,0.190281,0.00804332,0.00991865,0.0178581,0.0369531,0.00545643,0.00302756,0.00441239,0.00286196,0.00398574,0.00282853,0.00280033,0.00126416,0.00262617,0.00578705,0.00580335,0.00341934,0.00349453,0.00431183,0.00282853,0.00167433,0.00238449,0.00164925,0,0,0.00139465,0.000990945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243561,0.00526592,0.0080349,0.0180047,0.00117435,0.00244819,0.00384956,0.00666986,0.000845995,0.00157336,0.00373508,0.00397904,0.000646258,0.000845995,0.00189966,0.00171029,0,0,0,0,0,0,0,0,0,0.00345426,0.00435542,0.00676815,0,0.00278075,0.0066036,0.0128663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092018,0.00425417,0,0,0.0066036,0.00435542,0,0,0.00278075,0.00345426,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812874,0.0167151,0.0126157,0.0167151,0.00393728,0.00805286,0.00606407,0.0103214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000867438,0.00165121,0.00236372,0.00176187,0.00493885,0.00238732,0.00349867,0.00262928,0.00349867,0.00286536,0.0404076,0.190911,0.0369969,0.00744876,0.0294234,0.0478891,0.0244439,0,0,0,0,0.00546289,0.00805286,0.00898116,0.00513577,0.00438771,0.018696,0.027187,0.0300737,0.00592795,0.014816,0.0199476,0.0206035,0,0.00942542,0.0102633,0.00548204,0,0.00490657,0.00414363,0.00226796,0.00862333,0.0158141,0.0146078,0.00827477,0.00664933,0.0105193,0.00345836,0.00152562,0.00352392,0.00556035,0,0,0.0016682,0.00267835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706239,0.018026,0.0303393,0.0303393,0.00483615,0.00667777,0.0109725,0.0109725,0.0037395,0.00398375,0.00591736,0.00591736,0.00190192,0.00171232,0.0019425,0.0019425,0,0,0,0,0,0,0,0,0.00436058,0.00677617,0.00551452,0.00803148,0.00661143,0.0128816,0.0153371,0.019006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167566,0.0126469,0.0167566,0.0081489,0.0149304,0.00607911,0.00807283,0.00394704,0,0,0,0,0,0,0,0,0,0,0,0,0.000869589,0,0,0,0.0049511,0.00176624,0.00236958,0.0016553,0.00350735,0.0026358,0.00350735,0.00239324,0.0409137,0.190979,0.0370886,0.00287246,0.0294964,0.0480079,0.0245046,0.00625789,0,0,0,0,0.00807283,0.00900344,0.00514851,0.00547645,0.00575298,0.014644,0.0158533,0.00864472,0.00280056,0.00346694,0.0105454,0.00666582,0,0,0.00557415,0.00353266,0,0,0.00268499,0.00167234,0.0301483,0.0336138,0.0135923,0.00439859,0.0206546,0.0255228,0.0119428,0.00756038,0.00549564,0.0104859,0.00542661,0,0.00227359,0.00415391,0.00491874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304145,0.0304145,0.0180707,0.00806438,0.0109997,0.0109997,0.00806438,0.00249364,0.00593203,0.00593203,0.00528524,0.00245717,0.00194731,0.00194731,0.00244454,0.00117866,0,0,0,0,0,0,0,0,0.0055282,0.00805141,0.00426978,0.0043714,0.0153751,0.0190531,0.00923556,0.00662783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126029,0.0166982,0.00812052,0.00787186,0.0166982,0.0131753,0.00393329,0.00383589,0.00812052,0.00393329,0,0,0.00787186,0.00383589,0,0,0.00341993,0.00167462,0,0,0.00580436,0.00282902,0,0,0.00578805,0.00431257,0.00164954,0.000991116,0.00262662,0.00349513,0.0023849,0.00139489,0.190314,0.0369595,0.00286246,0.00126438,0.0478407,0.0244192,0.00623609,0.00280082,0,0,0,0.00282902,0.00897207,0.00513058,0.00545737,0.00398643,0.00341993,0.00580436,0.00578805,0.00262662,0.00167462,0.00282902,0.00431257,0.00349513,0,0,0.00164954,0.0023849,0,0,0.000991116,0.00139489,0.193016,0.0540202,0,0.0118862,0.0369594,0.0244192,0,0.00725123,0.00286246,0.00623609,0,0.00460344,0.00126438,0.00280082,0.00282902,0.0027197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180078,0.00705525,0.00465917,0.00243603,0.00803628,0.00346599,0.00305628,0.00117455,0.00526683,0.00244861,0.00157364,0.000846141,0.00243603,0.00117455,0.000846141,0.000646369,0,0,0,0,0,0,0,0,0.0042549,0.00435617,0.00345486,0,0.00920339,0.00660474,0.00278123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676932,0,0.0128686,0,0.00315103,0,0.00660474,0,0.00302808,0,0,0,0,0.00253577,0.00187738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102995,0.0166797,0,0,0.00605122,0.0125889,0,0,0.0080358,0.0166797,0,0,0.00392893,0.00811152,0,0,0.00278771,0.00699192,0,0,0.00345103,0.0145768,0.00267268,0.00554858,0.010497,0.0157806,0.00166466,0.00351646,0.00663525,0.00860506,0.00226316,0.00547043,0.0205599,0.03001,0.00413485,0.0120775,0.0249698,0.0334596,0.00489618,0.00756954,0.00972015,0.01353,0,0,0.0059154,0.00649672,0.0080358,0.00990936,0.0194517,0.040726,0.00605122,0.0110057,0.0306092,0.186699,0.0080358,0.00990936,0.0194517,0.040322,0.00545132,0.00302472,0.00440826,0.00285929,0.00349126,0.00492838,0.0008656,0,0.00262371,0.00175814,0,0,0.00349126,0.00235871,0,0,0.00238226,0.00164771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193838,0.00590482,0.0109492,0.030275,0.00193838,0.00590482,0.0109492,0.030275,0.00243333,0.005261,0.00802738,0.0179878,0.00117325,0.0024459,0.00384596,0.00666362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189657,0.00801447,0,0,0.0189657,0.00801447,0,0,0.00919319,0.00425019,0,0,0.00659742,0.00435134,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266298,0.00554858,0.00959417,0.0119358,0.0110449,0.00351646,0.00663525,0.00860506,0.00663525,0.00547043,0.0205599,0.03001,0.0205599,0.0120775,0.0249698,0.0334596,0.0254057,0.00756954,0.00972015,0.01353,0.011888,0,0,0,0,0,0.0147846,0.0199054,0.0205599,0,0.0186564,0.0271294,0.03001,0,0.0147846,0.0203094,0.0205599,0,0.00940546,0.00983759,0.00547043,0.00663525,0.0110449,0.00266298,0,0.00860506,0.0119358,0,0,0.00663525,0.00959417,0,0,0.00351646,0.00554858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109492,0.030275,0.059897,0.059897,0.0109492,0.030275,0.059897,0.059897,0.00704743,0.0179878,0.030275,0.030275,0.00482591,0.00666362,0.0109492,0.0109492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266627,0,0,0,0.0110585,0.0119506,0.00960602,0.00555543,0.00664344,0.00861569,0.00664344,0.0035208,0.0205853,0.0300471,0.0205853,0.00547719,0.0250007,0.0335009,0.0249047,0.0109831,0.00973216,0.0135467,0.0119027,0.00540839,0,0,0,0,0,0.00266627,0.0110586,0.00664344,0,0,0.0119506,0.00861569,0,0,0.00960602,0.00664344,0,0,0.00555543,0.0035208,0.0205853,0.0266424,0.0106671,0,0.0300471,0.0335009,0.0135467,0,0.0205853,0.0254371,0.0119027,0,0.00547719,0.0104507,0.00540839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059971,0.059971,0.0303124,0.0109627,0.059971,0.059971,0.0303124,0.0109627,0.0303124,0.0303124,0.0180101,0.0080373,0.0109627,0.0109627,0.0080373,0.00248527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166797,0.014862,0,0,0.0125889,0.00605122,0,0,0.0166797,0.0080358,0,0,0.00811152,0.00392893,0,0,0.00699192,0.00272619,0,0,0.0145768,0.00345103,0,0,0.0157806,0.010497,0.00554858,0.00267268,0.00860506,0.00663525,0.00351646,0.00166466,0.03001,0.0205599,0.00547043,0.00226316,0.0334596,0.0254057,0.0104378,0.00413485,0.01353,0.011888,0.00540172,0.00489618,0.00649672,0.00540739,0,0,0,0.0008656,0.00492838,0.00349126,0,0,0.00175814,0.00262371,0,0,0.00235871,0.00349126,0,0,0.00164771,0.00238226,0.0392605,0.0243922,0,0.0072432,0.191569,0.0539604,0,0.011873,0.0369185,0.0243921,0,0.0072432,0.00285929,0.00622918,0,0.00459834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030275,0.0109492,0.00590482,0.00193838,0.030275,0.0109492,0.00590482,0.00193838,0.0179878,0.00704743,0.00465401,0.00243333,0.00802738,0.00346215,0.00305289,0.00117325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00550284,0,0.0153046,0,0.00550284,0,0.0153046,0,0.00676182,0,0.0128543,0,0.00314754,0,0.00659743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392893,0.00811152,0,0,0.0080358,0.0166797,0,0,0.00605122,0.0125889,0,0,0.0102995,0.0166797,0,0,0.0059154,0.00649672,0.00489618,0.00940546,0.0147846,0.0198602,0.00413485,0.00970985,0.0204371,0.0271294,0.00226316,0.00547043,0.0205599,0.03001,0.00166466,0.00351646,0.00663525,0.00860506,0.00267268,0.00554858,0.010497,0.0157806,0,0,0.00345103,0.0145768,0,0,0.00278771,0.00699192,0.00545132,0.00302472,0.00440826,0.00285929,0.0080358,0.00990936,0.0194517,0.040322,0.00605122,0.0110057,0.0306092,0.186699,0.0080358,0.00990936,0.0194517,0.040726,0.00238226,0.00164771,0,0,0.00349126,0.00235871,0,0,0.00262371,0.00175814,0,0,0.00349126,0.00492838,0.0008656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117325,0.0024459,0.00384596,0.00666362,0.00243333,0.005261,0.00802738,0.0179878,0.00193838,0.00590482,0.0109492,0.030275,0.00193838,0.00590482,0.0109492,0.030275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659742,0.00435134,0,0,0.00919319,0.00425019,0,0,0.0189657,0.00801447,0,0,0.0189657,0.00801447,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888231,0.0147846,0.0198602,0.0164526,0.0107647,0.0199054,0.0271294,0.0208411,0.00547043,0.0205599,0.03001,0.0205599,0.00351646,0.00663525,0.00860506,0.00663525,0.00554858,0.00959417,0.0119358,0.0110449,0,0,0,0.00266298,0,0,0,0,0,0.00940546,0.0102416,0.00547043,0,0.0147846,0.0199054,0.0205599,0,0.0186564,0.0271294,0.03001,0,0.0147846,0.0199054,0.0205599,0.00351646,0.00554858,0,0,0.00663525,0.00959417,0,0,0.00860506,0.0119358,0,0,0.00663525,0.0110449,0.00266298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520972,0.00666362,0.0109492,0.0109492,0.00666362,0.0179878,0.030275,0.030275,0.0109492,0.030275,0.059897,0.059897,0.0109492,0.030275,0.059897,0.059897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
